Order_ID,Order_Date,State,Region,Product,Category,Customer_Type,Quantity,Unit_Price,Sales,Profit,Discount_%,Payment_Mode
73417,24-10-2023,Indiana,Central,Monitor,Electronics,Online,5,5031,25155,-1021,1.8,UPI
73418,02-11-2023,Georgia,South,Monitor,Electronics,Online,5,8832,44160,-1021,22.71,UPI
73419,23-12-2023,New Jersey,East,Monitor,Electronics,Retail,3,53399,160197,40459,1.11,Debit Card
73420,15-05-2023,Arizona,West,Laptop,Electronics,Corporate,4,44170,176680,33994,10.56,UPI
73421,13-12-2023,Illinois,Central,Mouse,Accessories,Corporate,3,10186,30558,8588,1.17,Debit Card
73422,19-05-2023,Illinois,Central,Mouse,Accessories,Corporate,3,34949,104847,1628,10.66,Debit Card
73423,15-07-2023,Illinois,Central,Keyboard,Accessories,Online,2,30975,61950,-2976,5.97,Net Banking
73424,14-11-2023,Indiana,Central,Mouse,Accessories,Retail,8,4570,36560,5610,17.93,Debit Card
73425,29-04-2023,Washington,West,Monitor,Electronics,Retail,7,21835,152845,24255,11.31,Net Banking
73426,01-03-2023,Michigan,Central,Keyboard,Accessories,Online,1,57961,57961,1258,28.72,Credit Card
73427,22-03-2023,Maryland,East,Mobile,Electronics,Retail,8,45401,363208,101343,28.58,UPI
73428,29-10-2023,Washington,West,Laptop,Electronics,Retail,7,5034,35238,5619,15.17,Debit Card
73429,05-09-2023,Washington,West,Keyboard,Accessories,Retail,1,3828,3828,-4,22.21,UPI
73430,05-02-2023,North Carolina,South,Monitor,Electronics,Retail,8,6152,49216,-2260,20.06,UPI
73431,04-12-2023,North Carolina,South,Mouse,Accessories,Corporate,11,35267,387937,12256,0.18,Net Banking
73432,11-03-2023,Michigan,Central,Mouse,Accessories,Retail,5,55714,278570,26090,23.94,Net Banking
73433,16-06-2023,Wisconsin,Central,Tablet,Electronics,Online,4,47621,190484,26363,21.05,Debit Card
73434,14-11-2023,Illinois,Central,Tablet,Electronics,Corporate,7,5775,40425,1896,22.14,Credit Card
73435,28-01-2023,Wisconsin,Central,Laptop,Electronics,Online,11,31788,349668,15099,21.69,Net Banking
73436,26-07-2023,Virginia,East,Mobile,Electronics,Online,6,52568,315408,14348,24.36,Net Banking
73437,26-02-2023,Maryland,East,Laptop,Electronics,Corporate,3,11124,33372,7748,7.55,Debit Card
73438,13-05-2023,Texas,South,Headphones,Accessories,Retail,1,21582,21582,3661,11.5,Credit Card
73439,04-11-2023,Michigan,Central,Tablet,Electronics,Retail,1,7233,7233,787,24.43,Debit Card
73440,18-10-2023,Tennessee,South,Keyboard,Accessories,Online,11,12202,134222,13602,19.64,UPI
73441,13-02-2023,Georgia,South,Laptop,Electronics,Retail,2,45895,91790,27315,28.09,Debit Card
73442,01-08-2023,Wisconsin,Central,Tablet,Electronics,Retail,10,47243,472430,123863,11.58,Credit Card
73443,14-01-2023,Ohio,Central,Headphones,Accessories,Corporate,1,22116,22116,3311,5.5,Debit Card
73444,28-06-2023,Florida,South,Tablet,Electronics,Corporate,3,4437,13311,246,1.37,Credit Card
73445,02-08-2023,Massachusetts,East,Laptop,Electronics,Retail,9,52723,474507,98885,29.68,Net Banking
73446,12-11-2023,New Jersey,East,Monitor,Electronics,Corporate,10,2164,21640,6000,22.76,Net Banking
73447,06-12-2023,Arizona,West,Mouse,Accessories,Retail,11,24957,274527,81869,16.63,Net Banking
73448,12-02-2023,Georgia,South,Monitor,Electronics,Retail,1,812,812,55,28.05,Net Banking
73449,28-09-2023,New York,East,Laptop,Electronics,Retail,4,29294,117176,31,10.91,Credit Card
73450,13-08-2023,Florida,South,Tablet,Electronics,Corporate,6,52152,312912,88545,8.47,Debit Card
73451,10-11-2023,Georgia,South,Mobile,Electronics,Corporate,9,25841,232569,-8608,8.95,Debit Card
73452,26-08-2023,New Jersey,East,Mouse,Accessories,Retail,10,9743,97430,23318,16.38,Credit Card
73453,09-10-2023,Tennessee,South,Headphones,Accessories,Online,3,13805,41415,1525,2.8,UPI
73454,06-10-2023,Indiana,Central,Keyboard,Accessories,Retail,8,19074,152592,13984,29.01,UPI
73455,10-01-2023,Virginia,East,Mouse,Accessories,Retail,9,47421,426789,25371,16.17,Debit Card
73456,27-11-2023,Pennsylvania,East,Headphones,Accessories,Retail,11,34475,379225,81364,7.33,Net Banking
73457,09-03-2023,Georgia,South,Headphones,Accessories,Online,2,26028,52056,3745,0.01,Credit Card
73458,30-01-2023,New York,East,Laptop,Electronics,Corporate,4,49329,197316,8929,3.07,Debit Card
73459,11-02-2023,Massachusetts,East,Tablet,Electronics,Retail,5,372,1860,-38,11.47,UPI
73460,12-12-2023,California,West,Mouse,Accessories,Online,2,21705,43410,6953,26.65,Debit Card
73461,05-07-2023,Georgia,South,Tablet,Electronics,Retail,1,59738,59738,10068,24.91,UPI
73462,04-08-2023,Tennessee,South,Headphones,Accessories,Corporate,7,32249,225743,27305,17.93,Net Banking
73463,19-10-2023,Washington,West,Mobile,Electronics,Retail,2,42404,84808,14662,10.05,UPI
73464,07-11-2023,Pennsylvania,East,Tablet,Electronics,Retail,5,34867,174335,-2262,9.69,UPI
73465,27-12-2023,Pennsylvania,East,Mouse,Accessories,Corporate,4,5455,21820,5246,9.31,Credit Card
73466,27-04-2023,Missouri,Central,Laptop,Electronics,Online,3,51874,155622,-2796,15.24,Net Banking
73467,19-11-2023,Washington,West,Headphones,Accessories,Corporate,11,29453,323983,89972,21.8,Net Banking
73468,14-12-2023,Indiana,Central,Headphones,Accessories,Retail,2,1123,2246,571,1.51,Credit Card
73469,01-09-2023,New Jersey,East,Headphones,Accessories,Retail,11,32332,355652,81076,20.09,Debit Card
73470,17-12-2023,Ohio,Central,Tablet,Electronics,Retail,11,47919,527109,153058,4.21,Net Banking
73471,30-06-2023,New Jersey,East,Mouse,Accessories,Online,4,47667,190668,10470,0.97,Credit Card
73472,09-06-2023,Missouri,Central,Tablet,Electronics,Corporate,6,29653,177918,-2370,26.33,UPI
73473,21-10-2023,Missouri,Central,Monitor,Electronics,Retail,1,57517,57517,3832,18.69,Credit Card
73474,21-10-2023,North Carolina,South,Mobile,Electronics,Corporate,4,34547,138188,-579,6.5,UPI
73475,17-06-2023,Virginia,East,Keyboard,Accessories,Retail,11,18287,201157,48625,5.79,Net Banking
73476,30-06-2023,Virginia,East,Mouse,Accessories,Retail,3,987,2961,-27,29.43,UPI
73477,28-10-2023,Washington,West,Keyboard,Accessories,Retail,6,18187,109122,-3832,24.57,Debit Card
73478,19-03-2023,Indiana,Central,Tablet,Electronics,Retail,4,2182,8728,2228,11.25,UPI
73479,24-08-2023,New York,East,Keyboard,Accessories,Retail,10,2474,24740,7313,15.01,Credit Card
73480,25-05-2023,Virginia,East,Monitor,Electronics,Retail,2,54287,108574,20452,16.9,UPI
73481,02-09-2023,New York,East,Mobile,Electronics,Corporate,7,2922,20454,4296,2.12,Net Banking
73482,23-11-2023,Florida,South,Monitor,Electronics,Corporate,8,38609,308872,73551,12.41,UPI
73483,13-10-2023,Pennsylvania,East,Keyboard,Accessories,Retail,1,53454,53454,-2170,2.48,UPI
73484,21-05-2023,Pennsylvania,East,Tablet,Electronics,Corporate,4,6907,27628,3230,1.94,UPI
73485,02-05-2023,Michigan,Central,Monitor,Electronics,Corporate,7,48775,341425,6036,13.39,Debit Card
73486,15-05-2023,North Carolina,South,Mobile,Electronics,Corporate,6,22302,133812,-3239,1.06,Net Banking
73487,06-02-2023,Washington,West,Monitor,Electronics,Retail,9,31359,282231,44359,22.85,Credit Card
73488,14-05-2023,California,West,Mouse,Accessories,Online,10,21377,213770,17688,17.26,UPI
73489,07-07-2023,Georgia,South,Mobile,Electronics,Online,8,27583,220664,65345,18.98,Credit Card
73490,15-09-2023,New York,East,Monitor,Electronics,Retail,6,11647,69882,14462,11.41,UPI
73491,27-04-2023,Maryland,East,Mobile,Electronics,Corporate,6,59496,356976,106827,13.2,Debit Card
73492,08-03-2023,Tennessee,South,Mouse,Accessories,Retail,8,55968,447744,63086,19.97,UPI
73493,02-02-2023,Massachusetts,East,Monitor,Electronics,Retail,5,38456,192280,26271,14.63,Credit Card
73494,05-03-2023,Ohio,Central,Tablet,Electronics,Retail,2,33614,67228,-3129,14.28,Net Banking
73495,05-09-2023,Virginia,East,Headphones,Accessories,Corporate,6,53183,319098,8547,26.68,UPI
73496,22-10-2023,New York,East,Laptop,Electronics,Corporate,11,26914,296054,61465,25.93,UPI
73497,07-05-2023,North Carolina,South,Laptop,Electronics,Retail,8,1699,13592,2504,19.99,Credit Card
73498,17-07-2023,California,West,Keyboard,Accessories,Retail,7,13239,92673,-1370,6.68,Debit Card
73499,03-03-2023,Tennessee,South,Mouse,Accessories,Corporate,2,15826,31652,6881,27.14,Debit Card
73500,06-05-2023,Florida,South,Tablet,Electronics,Retail,8,37133,297064,-7747,27.19,Debit Card
73501,03-08-2023,Tennessee,South,Monitor,Electronics,Corporate,11,44661,491271,80463,19,Net Banking
73502,27-03-2023,Indiana,Central,Laptop,Electronics,Online,7,35003,245021,38566,4.57,Net Banking
73503,15-01-2023,Missouri,Central,Monitor,Electronics,Retail,11,12412,136532,26116,18.68,UPI
73504,16-12-2023,Tennessee,South,Headphones,Accessories,Retail,11,703,7733,673,5.39,Debit Card
73505,22-07-2023,Texas,South,Monitor,Electronics,Online,2,54417,108834,22890,1.2,Credit Card
73506,11-10-2023,Arizona,West,Mouse,Accessories,Retail,1,48572,48572,10342,4.66,Net Banking
73507,07-10-2023,Indiana,Central,Monitor,Electronics,Online,10,24318,243180,53733,21.19,Credit Card
73508,31-08-2023,New Jersey,East,Headphones,Accessories,Corporate,8,50327,402616,67198,25.05,Credit Card
73509,03-09-2023,Maryland,East,Laptop,Electronics,Online,11,47914,527054,154785,23.8,UPI
73510,13-05-2023,Tennessee,South,Mobile,Electronics,Retail,1,53973,53973,12724,13.19,Credit Card
73511,10-07-2023,Texas,South,Monitor,Electronics,Corporate,4,40002,160008,43941,26.48,Credit Card
73512,10-11-2023,Missouri,Central,Headphones,Accessories,Retail,8,16379,131032,22005,10.05,UPI
73513,16-02-2023,Michigan,Central,Mobile,Electronics,Online,8,44168,353344,25590,15.3,UPI
73514,26-06-2023,Washington,West,Mouse,Accessories,Retail,9,21991,197919,44849,18.68,Credit Card
73515,16-09-2023,New Jersey,East,Monitor,Electronics,Corporate,1,4036,4036,-42,26.62,Net Banking
73516,04-02-2023,Florida,South,Keyboard,Accessories,Online,6,12501,75006,13688,5.27,Credit Card
73517,17-05-2023,Wisconsin,Central,Monitor,Electronics,Online,1,22007,22007,552,6.61,UPI
73518,22-08-2023,Florida,South,Mobile,Electronics,Retail,9,57885,520965,84404,9.1,Debit Card
73519,29-04-2023,Indiana,Central,Mobile,Electronics,Corporate,10,34948,349480,9405,13.09,UPI
73520,11-12-2023,Arizona,West,Tablet,Electronics,Retail,5,27663,138315,41183,7.2,Debit Card
73521,25-05-2023,Massachusetts,East,Mouse,Accessories,Corporate,11,55226,607486,-24322,26.79,Net Banking
73522,02-10-2023,North Carolina,South,Mouse,Accessories,Online,3,44715,134145,36141,29.93,Debit Card
73523,14-11-2023,North Carolina,South,Laptop,Electronics,Retail,6,22905,137430,-513,19.97,Debit Card
73524,25-04-2023,Maryland,East,Mobile,Electronics,Online,3,34240,102720,22543,2.23,Net Banking
73525,23-07-2023,New Jersey,East,Mobile,Electronics,Corporate,4,50182,200728,34205,20.95,UPI
73526,09-01-2023,North Carolina,South,Laptop,Electronics,Online,8,8780,70240,3120,13.41,Net Banking
73527,16-02-2023,Georgia,South,Keyboard,Accessories,Online,4,9982,39928,-1505,7.31,Debit Card
73528,10-10-2023,Georgia,South,Mouse,Accessories,Retail,11,9833,108163,30667,24.36,Debit Card
73529,29-06-2023,Arizona,West,Mouse,Accessories,Retail,4,58611,234444,68481,15.31,UPI
73530,06-03-2023,New York,East,Laptop,Electronics,Online,1,38156,38156,10573,17.69,Debit Card
73531,01-06-2023,Tennessee,South,Headphones,Accessories,Retail,10,48640,486400,124189,28.73,Debit Card
73532,24-07-2023,New Jersey,East,Tablet,Electronics,Corporate,10,41272,412720,78378,20.16,Debit Card
73533,24-09-2023,Massachusetts,East,Mouse,Accessories,Retail,5,38936,194680,15579,16.97,UPI
73534,13-04-2023,Missouri,Central,Keyboard,Accessories,Online,11,2360,25960,3101,26.26,UPI
73535,08-04-2023,Massachusetts,East,Monitor,Electronics,Retail,4,3472,13888,-359,19.94,UPI
73536,06-05-2023,Florida,South,Mouse,Accessories,Corporate,11,8770,96470,-91,25.52,Net Banking
73537,01-04-2023,Florida,South,Laptop,Electronics,Retail,10,53187,531870,100600,23.52,Net Banking
73538,07-03-2023,Indiana,Central,Headphones,Accessories,Retail,7,17101,119707,1744,25.79,UPI
73539,27-07-2023,Missouri,Central,Monitor,Electronics,Retail,3,12886,38658,2687,1.29,UPI
73540,17-12-2023,New York,East,Tablet,Electronics,Corporate,4,46627,186508,37255,1.99,Net Banking
73541,02-03-2023,Indiana,Central,Headphones,Accessories,Retail,1,39497,39497,2996,20.67,Net Banking
73542,27-04-2023,Michigan,Central,Headphones,Accessories,Corporate,2,45315,90630,2156,1.93,UPI
73543,04-05-2023,Pennsylvania,East,Keyboard,Accessories,Retail,1,43181,43181,4530,0.17,Credit Card
73544,22-04-2023,Michigan,Central,Mouse,Accessories,Retail,1,5807,5807,1491,11.94,Credit Card
73545,22-05-2023,Indiana,Central,Mouse,Accessories,Retail,1,49474,49474,1134,21.42,Debit Card
73546,19-04-2023,Florida,South,Mouse,Accessories,Retail,2,4099,8198,2100,24.37,Credit Card
73547,10-11-2023,North Carolina,South,Laptop,Electronics,Retail,8,1934,15472,640,20.18,Credit Card
73548,13-09-2023,Washington,West,Monitor,Electronics,Retail,5,51368,256840,16296,13.63,Credit Card
73549,29-04-2023,North Carolina,South,Headphones,Accessories,Online,10,43606,436060,77170,28.06,Net Banking
73550,11-11-2023,Washington,West,Mouse,Accessories,Online,10,14171,141710,29896,8.84,Net Banking
73551,27-04-2023,Wisconsin,Central,Headphones,Accessories,Online,6,5368,32208,198,7.19,Net Banking
73552,21-12-2023,Tennessee,South,Keyboard,Accessories,Online,4,57256,229024,22113,6.26,Debit Card
73553,21-12-2023,New Jersey,East,Monitor,Electronics,Retail,9,10015,90135,27036,10.34,Credit Card
73554,08-04-2023,Ohio,Central,Keyboard,Accessories,Corporate,7,40549,283843,70317,12.59,Net Banking
73555,26-12-2023,Wisconsin,Central,Tablet,Electronics,Corporate,1,11101,11101,1375,1.84,Net Banking
73556,31-08-2023,Texas,South,Headphones,Accessories,Retail,10,2899,28990,3237,7.21,Credit Card
73557,11-10-2023,Virginia,East,Keyboard,Accessories,Corporate,8,55460,443680,72723,18.15,Credit Card
73558,11-03-2023,Arizona,West,Mobile,Electronics,Retail,11,31856,350416,99748,17.34,Credit Card
73559,28-04-2023,Virginia,East,Tablet,Electronics,Corporate,7,16387,114709,1140,9.05,UPI
73560,11-05-2023,New York,East,Mouse,Accessories,Retail,10,31579,315790,69308,0.26,Credit Card
73561,27-11-2023,New Jersey,East,Mouse,Accessories,Corporate,9,59987,539883,-24303,9.57,Debit Card
73562,11-04-2023,Wisconsin,Central,Monitor,Electronics,Retail,8,30215,241720,-8830,12.32,Net Banking
73563,01-09-2023,Ohio,Central,Mobile,Electronics,Online,6,22729,136374,20605,26.26,Credit Card
73564,17-01-2023,Maryland,East,Laptop,Electronics,Corporate,10,26682,266820,24895,15.03,Debit Card
73565,19-12-2023,Massachusetts,East,Laptop,Electronics,Retail,5,39250,196250,44388,1.73,Net Banking
73566,27-05-2023,Pennsylvania,East,Keyboard,Accessories,Retail,9,59563,536067,627,16.54,Net Banking
73567,13-06-2023,North Carolina,South,Monitor,Electronics,Online,1,21578,21578,1363,9.73,Net Banking
73568,27-07-2023,Pennsylvania,East,Laptop,Electronics,Corporate,3,35971,107913,20021,28.67,UPI
73569,05-12-2023,Maryland,East,Mouse,Accessories,Online,2,2034,4068,326,23.94,Net Banking
73570,25-07-2023,Washington,West,Tablet,Electronics,Corporate,7,6629,46403,8637,1.57,Debit Card
73571,22-03-2023,Missouri,Central,Laptop,Electronics,Retail,6,34890,209340,49919,2.23,UPI
73572,12-08-2023,Maryland,East,Tablet,Electronics,Retail,9,50386,453474,99456,10.51,UPI
73573,27-01-2023,California,West,Tablet,Electronics,Retail,4,50569,202276,40644,25.88,UPI
73574,10-02-2023,Massachusetts,East,Headphones,Accessories,Corporate,5,6439,32195,-50,3.21,Net Banking
73575,06-11-2023,Pennsylvania,East,Mouse,Accessories,Retail,6,22614,135684,34733,24.96,Debit Card
73576,03-11-2023,Washington,West,Mouse,Accessories,Corporate,10,53754,537540,52520,12.12,Net Banking
73577,16-02-2023,California,West,Headphones,Accessories,Retail,8,24297,194376,9086,27.99,Credit Card
73578,23-09-2023,Wisconsin,Central,Keyboard,Accessories,Corporate,5,19876,99380,10132,14.22,Net Banking
73579,16-12-2023,Tennessee,South,Tablet,Electronics,Retail,9,43149,388341,104229,3.28,Credit Card
73580,19-06-2023,Florida,South,Mouse,Accessories,Corporate,1,1901,1901,495,1.89,Net Banking
73581,29-07-2023,Michigan,Central,Keyboard,Accessories,Retail,4,50164,200656,9347,15.87,Net Banking
73582,22-07-2023,Texas,South,Keyboard,Accessories,Online,7,59922,419454,38888,16.99,UPI
73583,09-05-2023,Texas,South,Headphones,Accessories,Online,11,41513,456643,122674,27.73,UPI
73584,11-10-2023,Tennessee,South,Keyboard,Accessories,Online,9,48435,435915,5588,21.83,Debit Card
73585,25-12-2023,Wisconsin,Central,Keyboard,Accessories,Retail,5,8737,43685,3546,28.33,UPI
73586,21-04-2023,Georgia,South,Laptop,Electronics,Retail,8,14465,115720,18005,0.72,Debit Card
73587,19-10-2023,Michigan,Central,Laptop,Electronics,Corporate,9,13448,121032,146,6.56,Net Banking
73588,19-04-2023,Tennessee,South,Headphones,Accessories,Retail,3,30220,90660,23408,16.8,Net Banking
73589,16-02-2023,Pennsylvania,East,Monitor,Electronics,Retail,2,45540,91080,18656,1,Net Banking
73590,28-06-2023,California,West,Laptop,Electronics,Retail,10,9879,98790,6175,14.55,UPI
73591,09-03-2023,Massachusetts,East,Mouse,Accessories,Online,4,22314,89256,-773,20.15,Debit Card
73592,06-12-2023,Missouri,Central,Mouse,Accessories,Corporate,2,7912,15824,586,10.16,UPI
73593,18-09-2023,Florida,South,Headphones,Accessories,Retail,7,9126,63882,16161,28.71,Debit Card
73594,20-07-2023,Michigan,Central,Monitor,Electronics,Retail,2,13022,26044,7632,7.23,Debit Card
73595,13-06-2023,Georgia,South,Tablet,Electronics,Retail,11,42237,464607,68300,1.71,UPI
73596,18-01-2023,California,West,Mobile,Electronics,Corporate,9,21478,193302,23816,17.8,UPI
73597,01-07-2023,Illinois,Central,Laptop,Electronics,Online,3,47960,143880,22247,19.64,Credit Card
73598,20-10-2023,Arizona,West,Mobile,Electronics,Retail,10,51175,511750,54339,0.5,Net Banking
73599,02-04-2023,Georgia,South,Keyboard,Accessories,Retail,5,53538,267690,79507,28.95,Net Banking
73600,22-05-2023,New York,East,Headphones,Accessories,Retail,5,26714,133570,35669,15.15,Debit Card
73601,27-03-2023,Illinois,Central,Keyboard,Accessories,Online,4,58151,232604,61508,1.92,UPI
73602,17-06-2023,Michigan,Central,Laptop,Electronics,Online,4,31609,126436,14390,8.93,Net Banking
73603,01-08-2023,New York,East,Mobile,Electronics,Corporate,4,15139,60556,12348,26.8,Credit Card
73604,10-04-2023,Illinois,Central,Mobile,Electronics,Corporate,4,34116,136464,3059,3.96,Credit Card
73605,22-08-2023,Wisconsin,Central,Keyboard,Accessories,Retail,1,1609,1609,-56,11.49,Credit Card
73606,10-09-2023,Missouri,Central,Laptop,Electronics,Retail,9,40187,361683,23442,2.14,UPI
73607,11-09-2023,New York,East,Headphones,Accessories,Retail,1,5451,5451,1333,25,Debit Card
73608,26-10-2023,Georgia,South,Mouse,Accessories,Corporate,11,56733,624063,63877,12.61,Credit Card
73609,16-05-2023,New York,East,Tablet,Electronics,Online,1,22779,22779,6000,5.46,Net Banking
73610,06-08-2023,Missouri,Central,Headphones,Accessories,Online,1,21924,21924,5752,26.96,Credit Card
73611,12-02-2023,New Jersey,East,Mouse,Accessories,Corporate,9,3264,29376,2470,27.01,Credit Card
73612,10-10-2023,Texas,South,Mouse,Accessories,Online,3,15433,46299,1069,22.55,UPI
73613,10-06-2023,Indiana,Central,Monitor,Electronics,Retail,6,19184,115104,28933,20.31,Net Banking
73614,03-03-2023,New Jersey,East,Mobile,Electronics,Retail,3,18730,56190,1295,28.69,Credit Card
73615,01-05-2023,Tennessee,South,Laptop,Electronics,Corporate,3,5683,17049,4671,24.85,UPI
73616,08-05-2023,Virginia,East,Mobile,Electronics,Online,6,5362,32172,3666,9.97,Credit Card
73617,03-07-2023,North Carolina,South,Headphones,Accessories,Online,3,53728,161184,47304,5.98,UPI
73618,26-08-2023,Washington,West,Tablet,Electronics,Retail,8,28568,228544,-2866,1.67,Debit Card
73619,12-11-2023,California,West,Monitor,Electronics,Retail,2,45077,90154,18877,25.64,Net Banking
73620,29-06-2023,Florida,South,Tablet,Electronics,Corporate,8,46478,371824,110411,9.11,Credit Card
73621,26-12-2023,Arizona,West,Mobile,Electronics,Retail,10,59696,596960,-15245,19.3,UPI
73622,22-06-2023,North Carolina,South,Tablet,Electronics,Retail,11,10852,119372,12015,5.66,Credit Card
73623,30-11-2023,Texas,South,Mobile,Electronics,Corporate,3,15733,47199,9014,19.16,Debit Card
73624,14-12-2023,Tennessee,South,Headphones,Accessories,Corporate,2,5800,11600,1641,6.61,Debit Card
73625,03-08-2023,Virginia,East,Mouse,Accessories,Retail,11,57099,628089,-25530,6.12,Credit Card
73626,17-01-2023,Pennsylvania,East,Keyboard,Accessories,Retail,8,55317,442536,15920,10.34,Net Banking
73627,20-10-2023,Virginia,East,Monitor,Electronics,Retail,9,2031,18279,690,15.79,Credit Card
73628,18-10-2023,California,West,Keyboard,Accessories,Retail,10,44701,447010,-2272,6.4,UPI
73629,13-08-2023,Georgia,South,Tablet,Electronics,Online,3,35127,105381,2833,22.38,Credit Card
73630,09-06-2023,Virginia,East,Mobile,Electronics,Retail,5,11272,56360,6295,4.71,Debit Card
73631,08-07-2023,Michigan,Central,Keyboard,Accessories,Online,4,42415,169660,26609,19.86,Credit Card
73632,27-08-2023,New Jersey,East,Headphones,Accessories,Retail,3,36814,110442,10007,25.27,Net Banking
73633,12-03-2023,Arizona,West,Mouse,Accessories,Retail,4,20870,83480,12907,27.38,Debit Card
73634,11-06-2023,Maryland,East,Keyboard,Accessories,Corporate,11,25915,285065,60550,15.08,Net Banking
73635,18-09-2023,Tennessee,South,Monitor,Electronics,Retail,7,53346,373422,33067,3.84,Credit Card
73636,18-01-2023,Virginia,East,Mouse,Accessories,Online,1,4192,4192,-160,13.77,Net Banking
73637,05-05-2023,Tennessee,South,Mouse,Accessories,Online,10,19935,199350,-8853,23.11,Credit Card
73638,16-02-2023,Texas,South,Mouse,Accessories,Retail,8,32769,262152,69292,2.64,Credit Card
73639,13-01-2023,New York,East,Tablet,Electronics,Retail,8,7287,58296,6737,1.03,Credit Card
73640,26-04-2023,Texas,South,Laptop,Electronics,Retail,8,12457,99656,26523,22.07,Debit Card
73641,10-07-2023,Georgia,South,Headphones,Accessories,Retail,3,58238,174714,22378,1.44,Debit Card
73642,19-12-2023,Florida,South,Mobile,Electronics,Online,7,28888,202216,33980,5.37,UPI
73643,15-05-2023,California,West,Keyboard,Accessories,Corporate,8,19378,155024,14772,22.6,Debit Card
73644,12-05-2023,California,West,Mouse,Accessories,Online,3,25823,77469,-2466,3.16,UPI
73645,28-09-2023,North Carolina,South,Headphones,Accessories,Online,6,48966,293796,9068,14.16,Net Banking
73646,02-05-2023,Pennsylvania,East,Mouse,Accessories,Retail,5,521,2605,-6,14.84,Credit Card
73647,12-08-2023,Illinois,Central,Mouse,Accessories,Retail,10,59344,593440,53259,6.36,Credit Card
73648,06-01-2023,Texas,South,Keyboard,Accessories,Corporate,6,18505,111030,24587,3.72,Debit Card
73649,16-01-2023,North Carolina,South,Laptop,Electronics,Corporate,7,23927,167489,8208,1.21,Credit Card
73650,30-12-2023,Missouri,Central,Mouse,Accessories,Online,8,42709,341672,78980,1.93,Debit Card
73651,09-10-2023,Tennessee,South,Keyboard,Accessories,Retail,3,7892,23676,4537,9.68,UPI
73652,02-10-2023,Massachusetts,East,Headphones,Accessories,Online,8,52474,419792,103676,3.37,UPI
73653,12-05-2023,Washington,West,Tablet,Electronics,Retail,9,2319,20871,5329,27.45,Credit Card
73654,26-11-2023,Pennsylvania,East,Mobile,Electronics,Online,3,29090,87270,14942,10.11,Net Banking
73655,10-12-2023,Florida,South,Mobile,Electronics,Online,9,46489,418401,18143,17.45,UPI
73656,26-12-2023,New Jersey,East,Headphones,Accessories,Online,8,24410,195280,6857,3.05,Debit Card
73657,06-03-2023,Wisconsin,Central,Monitor,Electronics,Corporate,3,3748,11244,3091,5.73,UPI
73658,18-12-2023,New Jersey,East,Monitor,Electronics,Retail,1,27308,27308,6655,16.51,UPI
73659,18-05-2023,Virginia,East,Laptop,Electronics,Online,8,1174,9392,-138,27.48,Net Banking
73660,02-03-2023,Missouri,Central,Laptop,Electronics,Retail,10,50307,503070,90484,7.8,Debit Card
73661,21-09-2023,New Jersey,East,Laptop,Electronics,Retail,2,54751,109502,2742,24.81,Credit Card
73662,25-07-2023,Georgia,South,Mouse,Accessories,Retail,6,6734,40404,5958,14.22,UPI
73663,09-09-2023,Pennsylvania,East,Tablet,Electronics,Corporate,5,7426,37130,7551,12.66,Debit Card
73664,11-11-2023,New York,East,Mobile,Electronics,Retail,5,23483,117415,2600,8.76,UPI
73665,16-12-2023,Georgia,South,Mouse,Accessories,Retail,7,32568,227976,30448,8.75,Credit Card
73666,10-02-2023,Florida,South,Mobile,Electronics,Corporate,4,29197,116788,16896,20.56,UPI
73667,13-04-2023,Pennsylvania,East,Laptop,Electronics,Online,4,47435,189740,9228,7.95,Debit Card
73668,30-04-2023,Wisconsin,Central,Mobile,Electronics,Retail,3,45263,135789,37519,7.7,UPI
73669,06-10-2023,Illinois,Central,Keyboard,Accessories,Corporate,9,11128,100152,-3614,21.03,Credit Card
73670,12-03-2023,New Jersey,East,Laptop,Electronics,Online,9,34196,307764,84134,9.05,Net Banking
73671,07-07-2023,Massachusetts,East,Laptop,Electronics,Online,6,22132,132792,-6046,16.02,Debit Card
73672,12-05-2023,Florida,South,Laptop,Electronics,Retail,1,4233,4233,1063,29.63,Debit Card
73673,06-10-2023,Ohio,Central,Laptop,Electronics,Corporate,9,49420,444780,27916,17.03,UPI
73674,28-07-2023,Georgia,South,Mobile,Electronics,Corporate,7,52422,366954,54896,22.95,Debit Card
73675,23-05-2023,Michigan,Central,Headphones,Accessories,Online,9,44589,401301,68533,15.1,UPI
73676,07-11-2023,Texas,South,Keyboard,Accessories,Retail,4,41535,166140,8587,28.66,UPI
73677,04-04-2023,Indiana,Central,Laptop,Electronics,Retail,5,16504,82520,5015,4.09,Debit Card
73678,18-01-2023,Florida,South,Monitor,Electronics,Retail,5,34718,173590,50220,26.15,UPI
73679,16-10-2023,Illinois,Central,Laptop,Electronics,Online,7,39874,279118,25316,0.28,UPI
73680,31-01-2023,California,West,Monitor,Electronics,Retail,3,20034,60102,7553,18.32,Debit Card
73681,01-01-2023,Tennessee,South,Mouse,Accessories,Retail,10,40258,402580,-19564,9.22,Net Banking
73682,05-03-2023,Texas,South,Headphones,Accessories,Retail,10,37718,377180,52030,0.6,Debit Card
73683,31-08-2023,North Carolina,South,Mobile,Electronics,Corporate,5,9434,47170,11588,13.5,UPI
73684,18-04-2023,Massachusetts,East,Monitor,Electronics,Corporate,8,53587,428696,-19418,22.84,UPI
